tick,simulation_time_s,w_pressed,a_pressed,d_pressed,shift_pressed,r_pressed,throttle,steer,brake,speed_mps,speed_kmh,speed_mph,heading_rad,heading_deg,location_x,location_y,location_z
209,10.450,1,0,1,0,0,1.000,0.1600,0.000,35.907,129.267,80.323,1.603011,91.846,-330.030,567.964,0.002
210,10.500,1,0,1,0,0,1.000,0.2400,0.000,36.014,129.652,80.562,1.588551,91.017,-330.087,569.762,0.002
211,10.550,1,0,0,0,0,1.000,0.1000,0.000,36.069,129.850,80.685,1.559803,89.370,-330.121,571.564,0.002
212,10.600,1,0,0,0,0,1.000,0.0000,0.000,36.178,130.242,80.929,1.521011,87.148,-330.128,573.370,0.002
213,10.650,1,0,0,0,0,1.000,0.0000,0.000,36.318,130.743,81.240,1.484612,85.062,-330.112,575.184,0.002
214,10.700,1,0,0,0,0,1.000,0.0000,0.000,36.442,131.191,81.518,1.455112,83.372,-330.073,577.003,0.002
215,10.750,1,0,0,0,0,1.000,0.0000,0.000,36.555,131.597,81.770,1.430927,81.986,-330.005,578.828,0.002
216,10.800,1,0,0,0,0,1.000,0.0000,0.000,36.662,131.982,82.010,1.410980,80.843,-329.906,580.656,0.002
217,10.850,1,0,0,0,0,1.000,0.0000,0.000,36.768,132.363,82.247,1.394498,79.899,-329.776,582.488,0.002
218,10.900,1,0,0,0,0,1.000,0.0000,0.000,36.876,132.753,82.489,1.380892,79.119,-329.614,584.323,0.002
219,10.950,1,0,0,0,0,1.000,0.0000,0.000,36.988,133.158,82.741,1.369695,78.478,-329.422,586.160,0.002
220,11.000,1,0,0,0,0,1.000,0.0000,0.000,37.107,133.583,83.005,1.360520,77.952,-329.200,587.999,0.002
221,11.050,1,0,0,0,0,1.000,0.0000,0.000,37.231,134.030,83.283,1.353038,77.523,-328.951,589.841,0.002
222,11.100,1,0,0,0,0,1.000,0.0000,0.000,37.361,134.499,83.574,1.346972,77.176,-328.675,591.686,0.002
223,11.150,1,0,0,0,0,1.000,0.0000,0.000,37.496,134.987,83.877,1.342084,76.896,-328.376,593.534,0.002
224,11.200,1,0,0,0,0,1.000,0.0000,0.000,37.637,135.492,84.191,1.338165,76.671,-328.054,595.385,0.002
225,11.250,1,0,0,0,0,1.000,0.0000,0.000,37.781,136.011,84.513,1.335038,76.492,-327.712,597.240,0.002
226,11.300,1,0,0,0,0,1.000,0.0000,0.000,37.928,136.542,84.843,1.332556,76.350,-327.352,599.098,0.002
227,11.350,1,0,0,0,0,1.000,0.0000,0.000,38.078,137.081,85.178,1.330591,76.237,-326.976,600.961,0.002
228,11.400,1,0,0,0,0,1.000,0.0000,0.000,38.229,137.626,85.517,1.329037,76.148,-326.585,602.829,0.002
229,11.450,1,0,0,0,0,1.000,0.0000,0.000,38.382,138.175,85.858,1.327812,76.078,-326.182,604.701,0.002
230,11.500,1,0,0,0,0,1.000,0.0000,0.000,38.535,138.727,86.201,1.326845,76.023,-325.766,606.579,0.002
231,11.550,1,0,0,0,0,1.000,0.0000,0.000,38.689,139.280,86.545,1.326080,75.979,-325.341,608.463,0.002
232,11.600,1,0,0,0,0,1.000,0.0000,0.000,38.842,139.833,86.888,1.325473,75.944,-324.906,610.352,0.002
233,11.650,1,0,0,0,0,1.000,0.0000,0.000,38.996,140.385,87.231,1.324991,75.916,-324.464,612.248,0.002
234,11.700,1,0,0,0,0,1.000,0.0000,0.000,39.149,140.936,87.574,1.324606,75.894,-324.014,614.149,0.002
235,11.750,1,0,0,0,0,1.000,0.0000,0.000,39.302,141.486,87.915,1.324297,75.877,-323.558,616.057,0.002
236,11.800,1,0,0,0,0,1.000,0.0000,0.000,39.454,142.033,88.256,1.324049,75.862,-323.096,617.971,0.002
237,11.850,1,0,0,0,0,1.000,0.0000,0.000,39.605,142.580,88.595,1.323848,75.851,-322.629,619.892,0.002
238,11.900,1,0,0,0,0,1.000,0.0000,0.000,39.757,143.124,88.933,1.323685,75.842,-322.158,621.820,0.002
239,11.950,1,0,0,0,0,1.000,0.0000,0.000,39.908,143.667,89.271,1.323553,75.834,-321.682,623.754,0.002
240,12.000,1,0,0,0,0,1.000,0.0000,0.000,40.058,144.208,89.607,1.323445,75.828,-321.203,625.696,0.002
241,12.050,1,0,0,0,0,1.000,0.0000,0.000,40.208,144.748,89.942,1.323357,75.823,-320.720,627.644,0.002
242,12.100,1,0,0,0,0,1.000,0.0000,0.000,40.357,145.286,90.277,1.323285,75.819,-320.234,629.599,0.002
243,12.150,1,0,0,0,0,1.000,0.0000,0.000,40.506,145.822,90.610,1.323226,75.815,-319.744,631.560,0.002
244,12.200,1,0,0,0,0,1.000,0.0000,0.000,40.655,146.357,90.942,1.323177,75.812,-319.252,633.529,0.002
245,12.250,1,0,0,0,0,1.000,0.0000,0.000,40.803,146.891,91.274,1.323137,75.810,-318.758,635.505,0.002
246,12.300,1,0,0,0,0,1.000,0.0000,0.000,40.951,147.423,91.605,1.323104,75.808,-318.260,637.488,0.002
247,12.350,1,0,0,0,0,1.000,0.0000,0.000,41.098,147.954,91.935,1.323077,75.807,-317.760,639.478,0.002
248,12.400,1,0,0,0,0,1.000,0.0000,0.000,41.246,148.484,92.264,1.323055,75.805,-317.258,641.474,0.002
249,12.450,1,0,0,0,0,1.000,0.0000,0.000,41.392,149.012,92.592,1.323037,75.804,-316.754,643.478,0.002
250,12.500,1,0,0,0,0,1.000,0.0000,0.000,41.539,149.540,92.920,1.323022,75.804,-316.247,645.489,0.002
251,12.550,1,0,0,0,0,1.000,0.0000,0.000,41.685,150.066,93.247,1.323009,75.803,-315.739,647.507,0.002
252,12.600,1,0,0,0,0,1.000,0.0000,0.000,41.831,150.591,93.573,1.322999,75.802,-315.228,649.532,0.002
253,12.650,1,0,0,0,0,1.000,0.0000,0.000,41.976,151.114,93.898,1.322991,75.802,-314.715,651.564,0.002
254,12.700,1,0,0,0,0,1.000,0.0000,0.000,42.121,151.637,94.223,1.322985,75.801,-314.200,653.602,0.002
255,12.750,1,0,0,0,0,1.000,0.0000,0.000,42.266,152.159,94.547,1.322979,75.801,-313.684,655.648,0.002
256,12.800,1,0,0,0,0,1.000,0.0000,0.000,42.411,152.679,94.871,1.322974,75.801,-313.165,657.701,0.002
257,12.850,1,0,0,0,0,1.000,0.0000,0.000,42.555,153.198,95.193,1.322971,75.801,-312.644,659.761,0.002
258,12.900,1,0,0,0,0,1.000,0.0000,0.000,42.699,153.717,95.515,1.322969,75.801,-312.122,661.828,0.002
259,12.950,1,0,0,0,0,1.000,0.0000,0.000,42.843,154.234,95.837,1.322967,75.800,-311.598,663.901,0.002
260,13.000,1,0,0,0,0,1.000,0.0000,0.000,42.986,154.750,96.157,1.322965,75.800,-311.072,665.982,0.002
261,13.050,1,0,0,0,0,1.000,0.0000,0.000,43.129,155.265,96.477,1.322963,75.800,-310.544,668.069,0.002
262,13.100,1,0,1,0,0,1.000,0.0800,0.000,43.272,155.779,96.797,1.322963,75.800,-310.014,670.164,0.002
263,13.150,1,0,1,0,0,1.000,0.1600,0.000,43.401,156.242,97.085,1.319258,75.588,-309.479,672.264,0.002
264,13.200,1,0,1,0,0,1.000,0.2400,0.000,43.494,156.578,97.293,1.304540,74.745,-308.930,674.366,0.002
265,13.250,1,0,0,0,0,1.000,0.1000,0.000,43.532,156.716,97.379,1.274808,73.041,-308.358,676.466,0.002
266,13.300,1,0,0,0,0,1.000,0.0000,0.000,43.620,157.032,97.575,1.234191,70.714,-307.759,678.561,0.002
267,13.350,1,0,0,0,0,1.000,0.0000,0.000,43.737,157.452,97.836,1.194975,68.467,-307.135,680.655,0.002
268,13.400,1,0,0,0,0,1.000,0.0000,0.000,43.834,157.802,98.054,1.161867,66.570,-306.484,682.747,0.002
269,13.450,1,0,0,0,0,1.000,0.0000,0.000,43.914,158.090,98.232,1.133581,64.949,-305.802,684.833,0.002
270,13.500,1,0,0,0,0,1.000,0.0000,0.000,43.982,158.336,98.386,1.109235,63.554,-305.084,686.910,0.002
271,13.550,1,0,0,0,0,1.000,0.0000,0.000,44.044,158.559,98.524,1.088197,62.349,-304.331,688.979,0.002
272,13.600,1,0,1,0,0,1.000,0.0800,0.000,44.104,158.775,98.659,1.069992,61.306,-303.541,691.037,0.002
273,13.650,1,0,0,0,0,1.000,0.0000,0.000,44.123,158.841,98.700,1.051874,60.268,-302.713,693.082,0.002
274,13.700,1,0,0,0,0,1.000,0.0000,0.000,44.183,159.060,98.836,1.033320,59.205,-301.846,695.113,0.002
275,13.750,1,0,0,0,0,1.000,0.0000,0.000,44.248,159.292,98.980,1.017252,58.284,-300.944,697.132,0.002
276,13.800,1,0,0,0,0,1.000,0.0000,0.000,44.315,159.534,99.130,1.003367,57.489,-300.005,699.138,0.002
277,13.850,1,0,0,0,0,1.000,0.0000,0.000,44.387,159.794,99.291,0.991404,56.803,-299.031,701.131,0.002
278,13.900,1,0,0,0,0,1.000,0.0000,0.000,44.465,160.075,99.466,0.981139,56.215,-298.024,703.111,0.002
279,13.950,1,0,0,0,0,1.000,0.0000,0.000,44.551,160.382,99.657,0.972370,55.713,-296.983,705.079,0.002
280,14.000,1,0,0,0,0,1.000,0.0000,0.000,44.643,160.714,99.863,0.964919,55.286,-295.912,707.035,0.002
281,14.050,1,0,0,0,0,1.000,0.0000,0.000,44.742,161.073,100.086,0.958621,54.925,-294.811,708.980,0.002
282,14.100,1,0,0,0,0,1.000,0.0000,0.000,44.849,161.456,100.324,0.953331,54.622,-293.682,710.914,0.002
283,14.150,1,0,0,0,0,1.000,0.0000,0.000,44.961,161.861,100.576,0.948912,54.369,-292.526,712.840,0.002
284,14.200,1,0,0,0,0,1.000,0.0000,0.000,45.080,162.287,100.841,0.945241,54.158,-291.346,714.757,0.002
285,14.250,1,0,0,0,0,1.000,0.0000,0.000,45.203,162.730,101.116,0.942209,53.985,-290.143,716.667,0.002
286,14.300,1,0,0,0,0,1.000,0.0000,0.000,45.330,163.188,101.400,0.939717,53.842,-288.919,718.572,0.002
287,14.350,1,0,0,0,0,1.000,0.0000,0.000,45.460,163.657,101.692,0.937676,53.725,-287.675,720.471,0.002
288,14.400,1,0,0,0,0,1.000,0.0000,0.000,45.593,164.136,101.989,0.936012,53.630,-286.413,722.366,0.002
289,14.450,1,0,0,0,0,1.000,0.0000,0.000,45.728,164.621,102.291,0.934658,53.552,-285.135,724.258,0.002
290,14.500,1,0,0,0,0,1.000,0.0000,0.000,45.864,165.112,102.596,0.933559,53.489,-283.841,726.147,0.002
291,14.550,1,0,0,0,0,1.000,0.0000,0.000,46.002,165.606,102.903,0.932666,53.438,-282.533,728.036,0.002
292,14.600,1,0,0,0,0,1.000,0.0000,0.000,46.140,166.103,103.212,0.931941,53.396,-281.212,729.924,0.002
293,14.650,1,0,0,0,0,1.000,0.0000,0.000,46.278,166.600,103.521,0.931352,53.363,-279.880,731.811,0.002
294,14.700,1,0,0,0,0,1.000,0.0000,0.000,46.416,167.097,103.830,0.930870,53.335,-278.537,733.700,0.002
295,14.750,1,0,0,0,0,1.000,0.0000,0.000,46.554,167.594,104.138,0.930476,53.312,-277.184,735.590,0.002
296,14.800,1,0,0,0,0,1.000,0.0000,0.000,46.692,168.090,104.447,0.930151,53.294,-275.821,737.482,0.002
297,14.850,1,0,0,0,0,1.000,0.0000,0.000,46.829,168.585,104.754,0.929882,53.278,-274.450,739.376,0.002
298,14.900,1,0,0,0,0,1.000,0.0000,0.000,46.966,169.078,105.061,0.929659,53.266,-273.071,741.273,0.002
299,14.950,1,0,0,0,0,1.000,0.0000,0.000,47.103,169.570,105.366,0.929472,53.255,-271.684,743.173,0.002
300,15.000,1,0,0,0,0,1.000,0.0000,0.000,47.239,170.060,105.671,0.929315,53.246,-270.290,745.076,0.002
301,15.050,1,0,0,0,0,1.000,0.0000,0.000,47.375,170.549,105.974,0.929184,53.238,-268.890,746.983,0.002
302,15.100,1,0,0,0,0,1.000,0.0000,0.000,47.510,171.035,106.277,0.929073,53.232,-267.484,748.894,0.002
303,15.150,1,0,0,0,0,1.000,0.0000,0.000,47.645,171.521,106.578,0.928978,53.227,-266.071,750.808,0.002
304,15.200,1,0,0,0,0,1.000,0.0000,0.000,47.779,172.004,106.879,0.928899,53.222,-264.653,752.727,0.002
305,15.250,1,0,0,0,0,1.000,0.0000,0.000,47.913,172.486,107.178,0.928830,53.218,-263.229,754.650,0.002
306,15.300,1,0,1,0,0,1.000,0.0800,0.000,48.046,172.967,107.477,0.928772,53.215,-261.800,756.577,0.002
307,15.350,1,0,1,0,0,1.000,0.1600,0.000,48.164,173.391,107.740,0.925033,53.001,-260.363,758.506,0.002
308,15.400,1,0,0,0,0,1.000,0.0200,0.000,48.245,173.682,107.921,0.910271,52.155,-258.911,760.431,0.002
309,15.450,1,0,0,0,0,1.000,0.0000,0.000,48.312,173.922,108.071,0.882431,50.560,-257.441,762.345,0.002
310,15.500,1,0,0,0,0,1.000,0.0000,0.000,48.427,174.336,108.328,0.849754,48.687,-255.950,764.251,0.002
311,15.550,1,0,0,0,0,1.000,0.0000,0.000,48.536,174.728,108.571,0.821939,47.094,-254.442,766.149,0.002
312,15.600,1,0,0,0,0,1.000,0.0000,0.000,48.631,175.070,108.784,0.798207,45.734,-252.911,768.036,0.002
313,15.650,1,0,0,0,0,1.000,0.0000,0.000,48.716,175.376,108.974,0.777809,44.565,-251.355,769.909,0.002
314,15.700,1,0,0,0,0,1.000,0.0000,0.000,48.794,175.660,109.150,0.760215,43.557,-249.774,771.765,0.002
315,15.750,1,0,0,0,0,1.000,0.0000,0.000,48.870,175.932,109.319,0.745011,42.686,-248.166,773.603,0.002
316,15.800,1,0,0,0,0,1.000,0.0000,0.000,48.945,176.202,109.487,0.731868,41.933,-246.532,775.423,0.002
317,15.850,1,0,0,0,0,1.000,0.0000,0.000,49.022,176.478,109.659,0.720521,41.283,-244.871,777.224,0.002
318,15.900,1,0,0,0,0,1.000,0.0000,0.000,49.101,176.765,109.837,0.710744,40.723,-243.185,779.006,0.002
319,15.950,1,0,0,0,0,1.000,0.0000,0.000,49.185,177.066,110.024,0.702346,40.241,-241.474,780.770,0.002
320,16.000,1,0,0,0,0,1.000,0.0000,0.000,49.273,177.385,110.222,0.695156,39.829,-239.738,782.516,0.002
321,16.050,1,0,0,0,0,1.000,0.0000,0.000,49.367,177.721,110.431,0.689024,39.478,-237.979,784.245,0.002
322,16.100,1,0,0,0,0,1.000,0.0000,0.000,49.465,178.075,110.651,0.683818,39.180,-236.198,785.958,0.002
323,16.150,1,0,0,0,0,1.000,0.0000,0.000,49.568,178.446,110.882,0.679417,38.928,-234.396,787.656,0.002
324,16.200,1,0,0,0,0,1.000,0.0000,0.000,49.676,178.834,111.122,0.675713,38.716,-232.573,789.340,0.002
325,16.250,1,0,0,0,0,1.000,0.0000,0.000,49.788,179.236,111.372,0.672610,38.538,-230.731,791.011,0.002
326,16.300,1,0,0,0,0,1.000,0.0000,0.000,49.903,179.651,111.630,0.670019,38.389,-228.871,792.670,0.002
327,16.350,1,0,0,0,0,1.000,0.0000,0.000,50.021,180.076,111.894,0.667866,38.266,-226.995,794.319,0.002
328,16.400,1,0,0,0,0,1.000,0.0000,0.000,50.142,180.511,112.165,0.666082,38.164,-225.102,795.959,0.002
329,16.450,1,0,0,0,0,1.000,0.0000,0.000,50.265,180.953,112.439,0.664608,38.079,-223.194,797.592,0.002
330,16.500,1,0,0,0,0,1.000,0.0000,0.000,50.389,181.401,112.718,0.663393,38.010,-221.273,799.217,0.002
331,16.550,1,0,0,0,0,1.000,0.0000,0.000,50.515,181.853,112.999,0.662392,37.952,-219.338,800.836,0.002
332,16.600,1,0,0,0,0,1.000,0.0000,0.000,50.641,182.309,113.282,0.661568,37.905,-217.391,802.451,0.002
333,16.650,1,0,0,0,0,1.000,0.0000,0.000,50.768,182.766,113.566,0.660889,37.866,-215.433,804.061,0.002
334,16.700,1,0,0,0,0,1.000,0.0000,0.000,50.896,183.225,113.851,0.660329,37.834,-213.463,805.668,0.002
335,16.750,1,0,0,0,0,1.000,0.0000,0.000,51.023,183.684,114.136,0.659865,37.808,-211.484,807.273,0.002
336,16.800,1,0,0,0,0,1.000,0.0000,0.000,51.151,184.143,114.421,0.659481,37.785,-209.495,808.877,0.002
337,16.850,1,0,0,0,0,1.000,0.0000,0.000,51.278,184.601,114.706,0.659161,37.767,-207.497,810.479,0.002
338,16.900,1,0,0,0,0,1.000,0.0000,0.000,51.405,185.059,114.990,0.658893,37.752,-205.491,812.080,0.002
339,16.950,1,0,0,0,0,1.000,0.0000,0.000,51.532,185.515,115.274,0.658668,37.739,-203.476,813.682,0.002
340,17.000,1,0,0,0,0,1.000,0.0000,0.000,51.659,185.971,115.557,0.658477,37.728,-201.453,815.284,0.002
341,17.050,1,0,0,0,0,1.000,0.0000,0.000,51.785,186.425,115.839,0.658316,37.719,-199.423,816.887,0.002
342,17.100,1,0,0,0,0,1.000,0.0000,0.000,51.910,186.877,116.120,0.658179,37.711,-197.386,818.491,0.002
343,17.150,1,0,0,0,0,1.000,0.0000,0.000,52.036,187.329,116.401,0.658061,37.704,-195.343,820.096,0.002
344,17.200,1,0,1,0,0,1.000,0.0800,0.000,52.161,187.779,116.680,0.657961,37.698,-193.292,821.703,0.002
345,17.250,1,0,1,0,0,1.000,0.1600,0.000,52.269,188.169,116.923,0.654200,37.483,-191.233,823.309,0.002
346,17.300,1,0,0,0,0,1.000,0.0200,0.000,52.339,188.422,117.080,0.639418,36.636,-189.162,824.906,0.002
347,17.350,1,0,0,0,0,1.000,0.0000,0.000,52.451,188.825,117.330,0.616880,35.345,-187.076,826.492,0.002
348,17.400,1,0,0,0,0,1.000,0.0000,0.000,52.566,189.238,117.587,0.596682,34.187,-184.979,828.072,0.002
349,17.450,1,0,0,0,0,1.000,0.0000,0.000,52.673,189.622,117.826,0.579500,33.203,-182.867,829.642,0.002
350,17.500,1,0,0,0,0,1.000,0.0000,0.000,52.773,189.983,118.050,0.564802,32.361,-180.739,831.199,0.002
351,17.550,1,0,0,0,0,1.000,0.0000,0.000,52.869,190.329,118.265,0.552192,31.638,-178.595,832.742,0.002
352,17.600,1,0,0,0,0,1.000,0.0000,0.000,52.963,190.666,118.475,0.541361,31.018,-176.434,834.269,0.002
353,17.650,1,0,0,0,0,1.000,0.0000,0.000,53.056,191.001,118.683,0.532057,30.485,-174.255,835.779,0.002
354,17.700,1,0,0,0,0,1.000,0.0000,0.000,53.149,191.337,118.892,0.524070,30.027,-172.059,837.273,0.002
355,17.750,1,0,0,0,0,1.000,0.0000,0.000,53.244,191.679,119.104,0.517227,29.635,-169.847,838.750,0.002
356,17.800,1,0,0,0,0,1.000,0.0000,0.000,53.341,192.027,119.321,0.511375,29.300,-167.617,840.210,0.002
357,17.850,1,0,0,0,0,1.000,0.0000,0.000,53.440,192.385,119.542,0.506383,29.014,-165.372,841.654,0.002
358,17.900,1,0,1,0,0,1.000,0.0800,0.000,53.542,192.751,119.770,0.502139,28.770,-163.111,843.084,0.002
359,17.950,1,0,1,0,0,1.000,0.1600,0.000,53.615,193.015,119.934,0.495472,28.388,-160.835,844.496,0.002
360,18.000,1,0,1,0,0,1.000,0.2400,0.000,53.642,193.112,119.994,0.480047,27.505,-158.540,845.885,0.002
361,18.050,1,0,1,0,0,1.000,0.3200,0.000,53.654,193.153,120.020,0.453722,25.996,-156.227,847.245,0.002
362,18.100,1,0,1,0,0,1.000,0.4000,0.000,53.587,192.911,119.870,0.416469,23.862,-153.896,848.570,0.002
363,18.150,1,0,0,0,0,1.000,0.2600,0.000,53.414,192.290,119.484,0.366868,21.020,-151.546,849.852,0.002
364,18.200,1,0,0,0,0,1.000,0.1200,0.000,53.250,191.699,119.116,0.307391,17.612,-149.179,851.083,0.002
365,18.250,1,0,0,0,0,1.000,0.0000,0.000,53.125,191.249,118.837,0.243054,13.926,-146.793,852.263,0.002
366,18.300,1,0,0,0,0,1.000,0.0000,0.000,53.032,190.916,118.630,0.179784,10.301,-144.386,853.391,0.002
367,18.350,1,0,0,0,0,1.000,0.0000,0.000,52.892,190.410,118.315,0.120375,6.897,-141.960,854.463,0.002
368,18.400,1,0,0,0,0,1.000,0.0000,0.000,52.699,189.717,117.885,0.063955,3.664,-139.516,855.475,0.002
369,18.450,1,0,0,0,0,1.000,0.0000,0.000,52.462,188.864,117.355,0.009845,0.564,-137.059,856.423,0.002
370,18.500,1,0,0,0,0,1.000,0.0000,0.000,52.187,187.873,116.739,-0.042465,-2.433,-134.591,857.306,0.002
371,18.550,1,0,0,0,0,1.000,0.0000,0.000,51.878,186.761,116.048,-0.093370,-5.350,-132.115,858.121,0.002
372,18.600,1,0,0,0,0,1.000,0.0000,0.000,51.540,185.543,115.291,-0.143181,-8.204,-129.635,858.868,0.002
373,18.650,1,0,0,0,0,1.000,0.0000,0.000,51.175,184.229,114.475,-0.192141,-11.009,-127.152,859.546,0.001
374,18.700,1,0,0,0,0,1.000,0.0000,0.000,50.786,182.830,113.605,-0.240433,-13.776,-124.671,860.154,0.001
375,18.750,1,1,0,0,0,1.000,-0.0800,0.000,50.376,181.352,112.687,-0.288189,-16.512,-122.194,860.693,0.001
376,18.800,1,1,0,0,0,1.000,-0.1600,0.000,49.982,179.934,111.806,-0.335297,-19.211,-119.724,861.163,0.001
377,18.850,1,1,0,0,0,1.000,-0.2400,0.000,49.617,178.623,110.991,-0.381044,-21.832,-117.260,861.563,0.001
378,18.900,1,1,0,0,0,1.000,-0.3200,0.000,49.288,177.437,110.254,-0.424155,-24.302,-114.804,861.895,0.001
379,18.950,1,1,0,0,0,1.000,-0.4000,0.000,48.998,176.394,109.606,-0.462733,-26.513,-112.355,862.160,0.001
380,19.000,1,1,0,0,0,1.000,-0.4800,0.000,48.753,175.511,109.058,-0.494121,-28.311,-109.915,862.360,0.001
381,19.050,0,1,0,0,0,0.000,-0.5600,0.000,48.558,174.807,108.620,-0.514645,-29.487,-107.483,862.498,0.001
382,19.100,0,1,0,0,0,0.000,-0.6400,0.000,48.406,174.261,108.281,-0.519162,-29.746,-105.060,862.579,0.001
383,19.150,0,1,0,0,0,0.000,-0.7200,0.000,48.239,173.660,107.907,-0.500438,-28.673,-102.647,862.610,0.001
384,19.200,0,1,0,0,0,0.000,-0.8000,0.000,47.967,172.680,107.298,-0.449156,-25.735,-100.249,862.603,0.001
385,19.250,0,0,0,0,0,0.000,-0.6600,0.000,47.539,171.140,106.342,-0.356537,-20.428,-97.873,862.572,0.001
386,19.300,0,0,0,0,0,0.000,-0.5200,0.000,46.984,169.143,105.101,-0.220199,-12.616,-95.523,862.530,0.002
387,19.350,0,0,0,0,0,0.000,-0.3800,0.000,46.406,167.062,103.808,-0.050693,-2.905,-93.196,862.496,0.002
388,19.400,0,0,0,0,0,0.000,-0.2400,0.000,45.810,164.914,102.473,0.130938,7.502,-90.890,862.492,0.002
389,19.450,0,0,0,0,0,0.000,-0.1000,0.000,45.122,162.439,100.935,0.312472,17.903,-88.607,862.538,0.002
390,19.500,0,0,0,0,0,0.000,0.0000,0.000,39.453,142.032,88.255,0.375854,21.535,-86.456,862.712,0.005
391,19.550,0,0,0,0,0,0.000,0.0000,0.000,3.774,13.588,8.443,2.073133,118.782,-285.678,395.361,0.002
392,19.600,0,0,0,0,0,0.000,0.0000,0.000,3.709,13.353,8.297,2.073619,118.810,-285.769,395.524,0.002
393,19.650,0,0,0,0,0,0.000,0.0000,0.000,3.645,13.123,8.154,2.073674,118.813,-285.857,395.685,0.002
394,19.700,0,0,0,0,0,0.000,0.0000,0.000,3.582,12.896,8.013,2.073680,118.813,-285.944,395.843,0.002
395,19.750,0,0,0,0,0,0.000,0.0000,0.000,3.521,12.674,7.875,2.073681,118.813,-286.030,395.999,0.002
396,19.800,0,0,0,0,0,0.000,0.0000,0.000,3.460,12.455,7.739,2.073681,118.813,-286.114,396.151,0.002
397,19.850,0,0,0,0,0,0.000,0.0000,0.000,3.400,12.241,7.606,2.073681,118.813,-286.197,396.302,0.002
398,19.900,0,0,0,0,0,0.000,0.0000,0.000,3.342,12.029,7.475,2.073681,118.813,-286.278,396.449,0.002
399,19.950,0,0,0,0,0,0.000,0.0000,0.000,3.284,11.822,7.346,2.073681,118.813,-286.358,396.594,0.002
400,20.000,0,0,0,0,0,0.000,0.0000,0.000,3.227,11.618,7.219,2.073681,118.813,-286.436,396.737,0.002
401,20.050,0,0,0,0,0,0.000,0.0000,0.000,3.172,11.418,7.095,2.073681,118.813,-286.513,396.877,0.002
402,20.100,0,0,0,0,0,0.000,0.0000,0.000,3.117,11.221,6.972,2.073681,118.813,-286.589,397.014,0.002
403,20.150,0,0,0,0,0,0.000,0.0000,0.000,3.063,11.027,6.852,2.073681,118.813,-286.663,397.149,0.002
404,20.200,0,0,0,0,0,0.000,0.0000,0.000,3.010,10.837,6.734,2.073681,118.813,-286.736,397.282,0.002
405,20.250,0,0,0,0,0,0.000,0.0000,0.000,2.958,10.650,6.618,2.073681,118.813,-286.808,397.413,0.002
406,20.300,0,0,0,0,0,0.000,0.0000,0.000,2.907,10.466,6.503,2.073681,118.813,-286.879,397.541,0.002
407,20.350,0,0,0,0,0,0.000,0.0000,0.000,2.857,10.286,6.391,2.073681,118.813,-286.948,397.668,0.002
408,20.400,0,0,0,0,0,0.000,0.0000,0.000,2.808,10.108,6.281,2.073681,118.813,-287.016,397.792,0.002
409,20.450,0,0,0,0,0,0.000,0.0000,0.000,2.759,9.934,6.173,2.073681,118.813,-287.083,397.913,0.002
410,20.500,0,0,0,0,0,0.000,0.0000,0.000,2.712,9.763,6.066,2.073681,118.813,-287.149,398.033,0.002
411,20.550,0,0,0,0,0,0.000,0.0000,0.000,2.665,9.594,5.962,2.073681,118.813,-287.214,398.151,0.002
412,20.600,0,0,0,0,0,0.000,0.0000,0.000,2.619,9.429,5.859,2.073681,118.813,-287.277,398.266,0.002
413,20.650,0,0,0,0,0,0.000,0.0000,0.000,2.574,9.266,5.758,2.073681,118.813,-287.340,398.380,0.002
414,20.700,0,0,0,0,0,0.000,0.0000,0.000,2.530,9.106,5.658,2.073681,118.813,-287.401,398.492,0.002
415,20.750,0,0,0,0,0,0.000,0.0000,0.000,2.486,8.949,5.561,2.073681,118.813,-287.462,398.602,0.002
416,20.800,0,0,0,0,0,0.000,0.0000,0.000,2.443,8.795,5.465,2.073681,118.813,-287.521,398.709,0.002
417,20.850,0,0,0,0,0,0.000,0.0000,0.000,2.401,8.643,5.371,2.073681,118.813,-287.579,398.815,0.002
418,20.900,0,0,0,0,0,0.000,0.0000,0.000,2.359,8.494,5.278,2.073681,118.813,-287.637,398.920,0.002
419,20.950,0,0,0,0,0,0.000,0.0000,0.000,2.319,8.348,5.187,2.073681,118.813,-287.693,399.022,0.002
420,21.000,0,0,0,0,0,0.000,0.0000,0.000,2.279,8.204,5.098,2.073681,118.813,-287.749,399.123,0.002
421,21.050,0,0,0,0,0,0.000,0.0000,0.000,2.239,8.062,5.010,2.073681,118.813,-287.803,399.221,0.002
422,21.100,0,0,0,0,0,0.000,0.0000,0.000,2.201,7.923,4.923,2.073681,118.813,-287.856,399.319,0.002
423,21.150,0,0,0,0,0,0.000,0.0000,0.000,2.163,7.786,4.838,2.073681,118.813,-287.909,399.414,0.002
424,21.200,0,0,0,0,0,0.000,0.0000,0.000,2.126,7.652,4.755,2.073681,118.813,-287.961,399.508,0.002
425,21.250,0,0,0,0,0,0.000,0.0000,0.000,2.089,7.520,4.673,2.073681,118.813,-288.011,399.600,0.002
426,21.300,0,0,0,0,0,0.000,0.0000,0.000,2.053,7.391,4.592,2.073681,118.813,-288.061,399.691,0.002
427,21.350,0,0,0,0,0,0.000,0.0000,0.000,2.018,7.263,4.513,2.073681,118.813,-288.110,399.780,0.002
